3452127.280853671,-3058224.007915459,-633348.0741937696,2483683.03817352,463629.830709309,1538463.429653849,-2712803.415903192,-1331992.971392135,1170572.583731,1743492.913347652
-749828344810.7949,-295007622068.3819,-508952979954.1603,1078951162501.966,338065055651.5306,-58119910253.70027,91431439146.71599,113196583124.8044,454661759086.4354,101467598890.1699
495291675404.1426,257502934840.5853,378400165843.5007,-818369957564.0732,-251956117120.1226,20365361778.45016,-27888282425.89528,-63270493140.20201,-346613085526.3574,-98377243644.19054
-304661880549.1161,-117988439179.4564,-205527889297.0822,435222730067.0441,136500852840.7248,-24154411496.56114,38122815839.65735,46337160279.62002,183346873968.6803,40288265593.41208
45675120099.98231,21166471040.06469,33156645318.4986,-71115995829.4017,-22054923558.51337,2620526507.852044,-3910742378.904003,-6308421761.562183,-30057456907.99524,-7780743504.864595
-4723327334.653569,305128824.6030944,-1747912793.097031,3146528240.71957,1139993803.316878,-988672394.0430377,1698650110.545512,1110255658.807427,1265195504.460346,-443749193.1932024
140913038386.3967,57526288068.92061,97052184247.76407,-206284105482.2623,-64485869995.20403,10321919847.18102,-16099733663.3564,-20889645297.99051,-86985106683.35214,-20112844352.90876
-421548657669.5848,-164439367360.0471,-285178430742.4152,604197129345.184,189412144211.1462,-33080966408.78396,52134920118.74373,63897633299.15318,254564409446.277,56337643633.32046
46780673644.93276,19119949138.24728,32234612331.98287,-68520223377.23949,-21418350363.72182,3420302337.409575,-5333298206.226167,-6930918018.677814,-28893963565.23828,-6688238041.734914
350892846590.8625,131507741306.4039,233760493205.3408,-493867819812.4002,-155208576077.468,29081537895.467,-46183267363.68321,-54173658822.18311,-207928393642.2301,-44206960799.92643
-253557636861.6501,-100763879759.4051,-172782486162.3583,366548831218.5744,114778181732.0672,-19364060482.50112,30395976114.0421,38093240893.17657,154489103659.0444,34815153986.22721
1980919037.986969,787217810.8580575,1349863173.053737,-2863662744.08731,-896704544.9790405,151281722.5830533,-237468561.9086837,-297603444.4806045,-1206946122.797196,-271993390.6235129
389151094227.5453,154822757293.5444,265297581756.547,-562859450976.2493,-176236989443.035,29669189620.76783,-46560350442.48174,-58432183150.47238,-237232877653.875,-53520134384.83186
1.393686696594141,-0.05673447930440319,-0.311402678266596,0.2478923044401549,0.1395549962482885,-0.2796177630674427,0.04158770042576074,0.2493388730163453,-0.3745813157148523,0.472938225861622
-31151389874.43016,-12196531978.77858,-21104215709.19798,44724363791.00504,14017608455.78185,-2431687221.310299,3829352631.521506,4713636102.706927,18844835175.78708,4185672805.584443
95138028536.12363,37248867935.9266,64453415542.57366,-136590624550.9153,-42810533926.99049,7426504215.469822,-11695049928.2089,-14395699448.81394,-57553145268.0937,-12783271001.08515
-16649154993.95868,-6518551887.991834,-11279347720.06454,23903359295.43887,7491843436.495471,-1299638237.464357,2046633741.987495,2519247403.088752,10071800422.0618,2237072424.668519
229741514469.4649,90542418384.33459,156043255694.6216,-330842654100.2309,-103651099396.1472,17763052938.507,-27933749673.71971,-34654196051.34246,-139418895388.6262,-31166160572.97519
-0.1305906875223688,0.4483518914842039,-0.9462044086330409,-0.9217581952362461,-0.2370029549131489,-0.04075914194623807,-0.9049427401540076,-0.6421296716153455,3.131152143723391,0.295322473291584
-60450361003.22401,-20596245298.33775,-38883344553.91769,81607082544.70403,25796745690.06624,-5602657978.96454,9024952574.709129,9710909733.421112,34299142663.62068,6584975035.103637
-210711145520.1897,-81341666946.88219,-141971328704.9695,300568258633.2454,94287354792.89316,-16781094610.26008,26502496193.84735,32095917392.20011,126613397508.1815,27733222192.27158
19611707268.1833,5952438766.515194,12123112422.35922,-25244695701.3823,-8035466915.462237,2027584952.286426,-3306520396.074683,-3284419170.560251,-10588421420.06522,-1771173123.116732
-20244342984.33073,-6144452921.118682,-12514180564.87225,26059040723.6125,8294675526.058296,-2092990917.847452,3413182343.796559,3390368175.612805,10929983400.19356,1828307740.047481
82243412871.42517,31026465425.33508,54926533248.29006,-116097265603.4158,-36471259682.43871,6757737510.793149,-10719109578.42453,-12660082616.85022,-48885142127.85435,-10463109593.21471
-145872326331.9376,-60268282320.72269,-100951349827.68,214754435358.0605,67083526116.47273,-10478742026.48201,16294048911.78001,21493117654.58076,90576637659.9632,21179798761.34758
